timestamp,temperature_evaporator,temperature_internal,ambient_temperature,humidity_internal,pressure_refrigerant,current_compressor,vibration_level,gas_leak_level,compressor_status,compressor_cycle_time,energy_consumption,temperature_gradient,pressure_trend,part_at_risk,condition,sensor_column
2025-01-01 05:07:00+05:30,-1.0,-15.03,5.0,31.26,129.36,1.5,0.19,0.01,True,525,0.25,-0.54,-2.63,Freezer Compartment,Warning,temperature_internal
2025-01-01 05:22:00+05:30,-1.02,-15.37,5.0,30.83,120.58,1.48,0.2,0.01,False,531,0.25,-0.35,-3.15,Freezer Compartment,Warning,temperature_internal
2025-01-01 05:37:00+05:30,-1.01,-15.23,5.0,30.0,118.03,1.46,0.21,0.01,True,525,0.21,-0.34,-3.18,Freezer Compartment,Warning,temperature_internal
2025-01-01 05:52:00+05:30,-1.03,-15.28,4.86,30.0,111.92,1.44,0.21,0.01,False,555,0.17,-0.45,-3.58,Freezer Compartment,Warning,temperature_internal
2025-01-01 06:07:00+05:30,-1.08,-15.27,5.0,30.0,114.02,1.45,0.2,0.01,False,546,0.19,-0.44,-4.79,Freezer Compartment,Warning,temperature_internal
2025-01-01 06:22:00+05:30,-1.06,-15.55,5.0,30.0,107.49,1.41,0.21,0.01,False,547,0.17,-0.37,-4.54,Freezer Compartment,Warning,temperature_internal
2025-01-01 06:37:00+05:30,-1.06,-15.6,4.73,30.0,106.03,1.42,0.2,0.01,False,550,0.2,-0.42,-5.03,Freezer Compartment,Warning,temperature_internal
2025-01-01 06:52:00+05:30,-1.15,-15.77,4.74,30.85,107.94,1.44,0.18,0.01,False,557,0.22,-0.59,-4.3,Freezer Compartment,Warning,temperature_internal
2025-01-01 07:07:00+05:30,-1.22,-15.35,4.64,30.0,105.66,1.4,0.2,0.01,True,579,0.21,-0.57,-5.45,Freezer Compartment,Warning,temperature_internal
2025-01-01 07:22:00+05:30,-1.17,-15.05,4.66,30.0,114.59,1.42,0.19,0.01,False,570,0.2,-0.56,-4.34,Freezer Compartment,Warning,temperature_internal
2025-01-01 07:37:00+05:30,-0.11073923067762226,-14.059853186119865,5.9277824607769,30.0,107.58,1.771815050237088,0.4725217103653718,0.05311663459941926,False,571,0.2,-0.4,-4.28,Evaporator Coil,Warning,temperature_evaporator
2025-01-01 07:52:00+05:30,0.5376807428534125,-14.075181277684646,6.166012450535682,30.0,112.24,2.0095499311821854,0.4220940073992958,0.1160109785439917,False,580,0.21,-0.25,-3.29,Evaporator Coil,Critical,temperature_evaporator
2025-01-01 08:07:00+05:30,-0.47668419503838133,-14.265881007689433,5.517126115871245,30.0,107.42,2.056933691011981,0.3619173563041793,0.041493650521310814,False,598,0.22,-0.05,-2.23,Evaporator Coil,Warning,temperature_evaporator
2025-01-01 08:22:00+05:30,-0.6168984726583854,-14.387343162112947,5.75203364280081,30.0,102.17,1.8570212422597512,0.3389679995662028,0.04208904549007844,False,597,0.23,-0.06,-1.48,Freezer Compartment,Critical,temperature_internal
2025-01-01 08:37:00+05:30,-0.3567942418053808,-14.43495212660716,5.375544279004923,30.0,100.0,1.8729371050748438,0.27843677637213005,0.05782567961139679,True,595,0.27,-0.1,-2.57,Evaporator Coil,Warning,temperature_evaporator
2025-01-01 08:52:00+05:30,-0.4339067944605626,-14.629789223687053,5.893911266879712,30.0,100.0,1.907612867297301,0.27142231196690114,0.036939763799197264,True,600,0.28,-0.21,-1.88,Evaporator Coil,Warning,temperature_evaporator
2025-01-01 09:07:00+05:30,-1.0,-15.0,5.0,31.78,107.94,1.5,0.22,0.01,False,600,0.26,-0.36,-2.35,Freezer Compartment,Warning,temperature_internal
2025-01-01 09:22:00+05:30,-0.6865795153993106,-14.955119152334742,5.499105674531346,32.67,107.59,1.7258409784540754,0.3295920219551154,0.05089921609123802,False,573,0.28,-0.43,-1.26,Freezer Compartment,Critical,temperature_internal
2025-01-01 09:37:00+05:30,0.3745126368205527,-14.118114826993914,6.602449245520621,32.68,116.17,1.9387600558673412,0.41566601354452537,0.12209792913692628,True,580,0.28,-0.35,-1.17,Evaporator Coil,Critical,temperature_evaporator
2025-01-01 09:52:00+05:30,-1.0,-15.0,5.0,32.51,125.82,1.5,0.19,0.01,True,562,0.3,-0.33,-1.96,Freezer Compartment,Warning,temperature_internal
2025-01-01 10:07:00+05:30,-1.0,-15.0,5.0,32.54,126.98,1.5,0.19,0.01,False,566,0.29,-0.47,-1.05,Freezer Compartment,Warning,temperature_internal
2025-01-01 10:22:00+05:30,-1.0,-15.09,5.0,32.84,136.78,1.45,0.19,0.01,False,566,0.3,-0.31,-0.46,Freezer Compartment,Warning,temperature_internal
2025-01-01 10:37:00+05:30,-1.02,-15.0,4.91,32.46,136.94,1.5,0.21,0.01,True,562,0.29,-0.43,-1.22,Freezer Compartment,Warning,temperature_internal
2025-01-01 10:52:00+05:30,-1.05,-15.07,4.6,33.06,129.05,1.45,0.2,0.01,False,530,0.29,-0.35,0.31,Freezer Compartment,Warning,temperature_internal
2025-01-01 11:07:00+05:30,-1.05,-15.25,4.49,32.09,126.85,1.5,0.2,0.01,True,512,0.29,-0.39,1.09,Freezer Compartment,Warning,temperature_internal
2025-01-01 11:22:00+05:30,-0.1955898469140388,-14.078863711715002,5.99660946556155,32.84,123.45,2.4132448341315915,0.35096006736530916,0.1054861474941943,True,520,0.29,-0.23,2.74,Evaporator Coil,Warning,temperature_evaporator
2025-01-01 11:37:00+05:30,-1.0,-15.0,5.0,33.47,115.43,1.5,0.19,0.01,True,525,0.31,-0.17,2.86,Freezer Compartment,Warning,temperature_internal
2025-01-01 11:52:00+05:30,-0.5132993329750879,-14.153086698505778,5.522478444257949,32.62,107.55,1.7409264652530494,0.3650807365130179,0.10154806813677204,False,523,0.28,-0.06,3.93,Freezer Compartment,Critical,temperature_internal
2025-01-01 12:07:00+05:30,-1.0,-15.0,5.0,33.0,106.29,1.5,0.19,0.01,True,515,0.29,0.13,2.81,Freezer Compartment,Warning,temperature_internal
2025-01-01 12:22:00+05:30,-1.01,-15.0,4.88,32.38,107.8,1.5,0.22,0.01,True,521,0.31,0.02,2.43,Freezer Compartment,Warning,temperature_internal
2025-01-01 12:37:00+05:30,-1.0,-15.0,4.85,35.95,105.82,1.5,0.2,0.01,False,537,0.3,0.01,1.9,Freezer Compartment,Warning,temperature_internal
2025-01-01 12:52:00+05:30,-1.0,-15.04,4.82,37.26,110.23,1.5,0.19,0.01,True,555,0.32,-0.05,3.42,Freezer Compartment,Warning,temperature_internal
2025-01-01 13:07:00+05:30,-1.01,-15.0,4.71,36.0,116.39,1.43,0.18,0.01,True,526,0.26,-0.15,1.25,Freezer Compartment,Warning,temperature_internal
2025-01-01 13:22:00+05:30,-1.0,-15.0,4.72,34.38,115.16,1.43,0.18,0.01,True,527,0.28,-0.18,1.05,Freezer Compartment,Warning,temperature_internal
2025-01-01 13:37:00+05:30,-1.03,-15.23,4.62,34.32,109.37,1.44,0.19,0.01,True,538,0.26,-0.05,1.04,Freezer Compartment,Warning,temperature_internal
2025-01-01 13:52:00+05:30,-1.06,-15.23,4.6,32.31,104.77,1.45,0.22,0.01,False,557,0.27,-0.1,0.82,Freezer Compartment,Warning,temperature_internal
2025-01-01 14:07:00+05:30,-0.24654656305666245,-14.493423752172164,5.321865683355809,32.16,102.02,2.0911385910555507,0.3206096271329679,0.07657254490963353,True,549,0.29,-0.28,0.51,Evaporator Coil,Warning,temperature_evaporator
2025-01-01 14:22:00+05:30,-1.0,-15.0,5.0,33.17,100.0,1.5,0.2,0.01,True,531,0.31,-0.28,1.96,Freezer Compartment,Warning,temperature_internal
2025-01-01 14:37:00+05:30,-1.0,-15.0,4.87,34.01,100.0,1.48,0.19,0.01,False,534,0.3,-0.27,4.73,Freezer Compartment,Warning,temperature_internal
2025-01-01 14:52:00+05:30,-1.0,-15.28,4.81,34.16,100.0,1.49,0.2,0.01,False,514,0.29,-0.45,6.31,Freezer Compartment,Warning,temperature_internal
2025-01-01 15:07:00+05:30,-1.0,-15.3,4.86,35.68,100.0,1.44,0.2,0.01,True,535,0.29,-0.5,7.28,Freezer Compartment,Warning,temperature_internal
2025-01-01 15:22:00+05:30,-1.08,-15.75,4.82,34.79,109.29,1.44,0.21,0.01,False,556,0.29,-0.43,7.96,Freezer Compartment,Warning,temperature_internal
2025-01-01 15:37:00+05:30,-1.14,-15.66,4.97,34.58,112.05,1.46,0.18,0.01,True,552,0.28,-0.44,7.86,Freezer Compartment,Warning,temperature_internal
2025-01-01 15:52:00+05:30,-1.14,-15.86,4.87,34.22,108.04,1.43,0.2,0.01,False,565,0.3,-0.35,8.29,Freezer Compartment,Warning,temperature_internal
2025-01-01 16:07:00+05:30,-1.14,-15.53,4.88,34.47,100.98,1.45,0.21,0.01,True,580,0.3,-0.57,7.93,Freezer Compartment,Warning,temperature_internal
2025-01-01 16:22:00+05:30,-0.23245160327327175,-14.555746557342003,5.012327268814693,33.76,100.0,1.6731940719874796,0.32379954251913434,0.07059779627607393,True,592,0.28,-0.45,8.03,Evaporator Coil,Warning,temperature_evaporator
2025-01-01 16:37:00+05:30,-1.0,-15.0,5.0,31.71,101.48,1.5,0.19,0.01,False,592,0.24,-0.57,7.71,Freezer Compartment,Warning,temperature_internal
2025-01-01 16:52:00+05:30,-1.02,-15.12,5.0,33.13,110.08,1.42,0.21,0.01,True,575,0.24,-0.53,7.79,Freezer Compartment,Warning,temperature_internal
2025-01-01 17:07:00+05:30,-1.03,-15.11,5.0,33.74,107.95,1.33,0.18,0.01,True,577,0.2,-0.55,7.34,Freezer Compartment,Warning,temperature_internal
2025-01-01 17:22:00+05:30,-1.05,-15.0,5.0,32.83,110.3,1.27,0.18,0.01,True,585,0.21,-0.65,7.81,Freezer Compartment,Warning,temperature_internal
2025-01-01 17:37:00+05:30,-0.6073238307339985,-14.870090811376269,5.973634458390653,33.38,106.84,1.5467376180241073,0.2698624563618479,0.06487475562020326,False,583,0.25,-0.73,7.82,Freezer Compartment,Critical,temperature_internal
2025-01-01 17:52:00+05:30,-1.0,-15.09,5.0,34.56,111.55,1.5,0.2,0.01,True,585,0.27,-0.61,8.18,Freezer Compartment,Warning,temperature_internal
2025-01-01 18:07:00+05:30,-1.0,-15.53,5.0,35.27,107.11,1.46,0.2,0.01,True,574,0.24,-0.58,7.39,Freezer Compartment,Warning,temperature_internal
2025-01-01 18:22:00+05:30,-1.05,-15.47,5.0,36.1,116.95,1.36,0.2,0.01,True,563,0.2,-0.5,8.72,Freezer Compartment,Warning,temperature_internal
2025-01-01 18:37:00+05:30,-0.11302527198926504,-13.967594547117397,6.460211169085368,36.45,123.25,1.7918854627789629,0.4221478575542357,0.07019249963388573,False,550,0.23,-0.43,8.32,Evaporator Coil,Warning,temperature_evaporator
2025-01-01 18:52:00+05:30,-1.0,-15.0,5.0,36.27,124.96,1.5,0.22,0.01,True,553,0.24,-0.46,9.3,Freezer Compartment,Warning,temperature_internal
2025-01-01 19:07:00+05:30,-1.0,-15.49,4.95,34.54,128.02,1.5,0.2,0.01,True,557,0.23,-0.3,10.0,Freezer Compartment,Warning,temperature_internal
2025-01-01 19:22:00+05:30,-1.0,-15.64,5.0,34.69,131.02,1.48,0.21,0.01,False,522,0.21,-0.3,8.68,Freezer Compartment,Warning,temperature_internal
2025-01-01 19:37:00+05:30,-1.0,-15.52,4.95,34.14,134.39,1.44,0.21,0.01,False,532,0.2,-0.29,8.38,Freezer Compartment,Warning,temperature_internal
2025-01-01 19:52:00+05:30,-1.02,-15.59,4.92,34.68,129.86,1.44,0.2,0.01,True,541,0.14,-0.25,8.73,Freezer Compartment,Warning,temperature_internal
2025-01-01 20:07:00+05:30,-1.0,-15.98,5.0,37.24,132.25,1.48,0.2,0.01,True,530,0.16,-0.21,8.55,Freezer Compartment,Warning,temperature_internal
2025-01-01 20:22:00+05:30,-1.0,-15.99,4.84,37.56,141.27,1.5,0.19,0.01,False,538,0.17,-0.25,7.59,Freezer Compartment,Warning,temperature_internal
2025-01-01 20:37:00+05:30,-1.01,-16.14,4.65,37.91,146.6,1.45,0.2,0.01,False,509,0.16,-0.18,6.47,Freezer Compartment,Warning,temperature_internal
2025-01-01 20:52:00+05:30,-1.05,-16.0,4.94,37.67,150.44,1.5,0.22,0.01,True,504,0.14,-0.32,7.58,Freezer Compartment,Warning,temperature_internal
2025-01-01 21:07:00+05:30,-1.08,-16.3,5.0,37.04,152.32,1.46,0.18,0.01,True,501,0.16,-0.29,8.76,Freezer Compartment,Warning,temperature_internal
2025-01-01 21:22:00+05:30,-1.0,-16.13,4.84,36.96,153.42,1.43,0.18,0.01,True,498,0.15,-0.16,7.05,Freezer Compartment,Warning,temperature_internal
2025-01-01 21:37:00+05:30,-1.04,-16.01,5.0,37.88,148.32,1.42,0.19,0.01,True,501,0.18,-0.23,7.21,Freezer Compartment,Warning,temperature_internal
2025-01-01 21:52:00+05:30,-1.09,-16.19,4.92,39.43,154.2,1.41,0.21,0.01,True,477,0.18,-0.21,8.36,Freezer Compartment,Warning,temperature_internal
2025-01-01 22:07:00+05:30,-1.08,-16.54,4.86,40.86,158.32,1.43,0.21,0.01,True,486,0.16,-0.37,7.98,Freezer Compartment,Warning,temperature_internal
2025-01-01 22:22:00+05:30,-1.06,-16.53,5.0,41.99,157.83,1.37,0.19,0.01,True,483,0.15,-0.2,6.3,Freezer Compartment,Warning,temperature_internal
2025-01-01 22:37:00+05:30,-1.04,-16.63,5.0,41.79,156.93,1.35,0.18,0.01,False,485,0.18,-0.07,6.85,Freezer Compartment,Warning,temperature_internal
2025-01-01 22:52:00+05:30,-1.06,-16.57,4.91,42.31,161.72,1.29,0.22,0.01,True,460,0.18,-0.24,6.48,Freezer Compartment,Warning,temperature_internal
2025-01-01 23:07:00+05:30,-1.0,-16.51,4.96,42.1,159.8,1.35,0.2,0.01,True,465,0.17,-0.27,8.55,Freezer Compartment,Warning,temperature_internal
2025-01-01 23:22:00+05:30,-1.0,-16.44,4.9,42.75,152.08,1.38,0.21,0.01,True,469,0.2,-0.28,8.4,Freezer Compartment,Warning,temperature_internal
2025-01-01 23:37:00+05:30,-0.18235487291074004,-15.683331329195948,6.73929665289411,41.96,147.99,2.2630833512883375,0.3848163661073104,0.12144695903175215,True,457,0.18,-0.35,8.22,Evaporator Coil,Warning,temperature_evaporator
2025-01-01 23:52:00+05:30,-1.0,-15.6,5.0,41.16,144.01,1.5,0.2,0.01,False,443,0.19,-0.42,7.71,Freezer Compartment,Warning,temperature_internal
2025-01-02 00:07:00+05:30,-1.01,-15.47,5.0,40.31,146.75,1.46,0.2,0.01,True,454,0.2,-0.44,7.18,Freezer Compartment,Warning,temperature_internal
2025-01-02 00:22:00+05:30,-1.01,-15.91,5.0,39.27,140.16,1.49,0.2,0.01,False,447,0.19,-0.21,6.99,Freezer Compartment,Warning,temperature_internal
2025-01-02 00:37:00+05:30,-0.5395914864244835,-15.2956178247055,5.940660311085462,39.71,143.39,1.9441310038834467,0.28647655040678405,0.0634776335388706,True,442,0.2,-0.34,7.72,Freezer Compartment,Warning,temperature_internal
2025-01-02 00:52:00+05:30,-1.0,-15.49,5.0,38.61,146.36,1.5,0.21,0.01,False,435,0.22,-0.52,8.5,Freezer Compartment,Warning,temperature_internal
2025-01-02 01:07:00+05:30,-1.0,-15.73,5.0,37.72,145.73,1.5,0.19,0.01,True,466,0.21,-0.39,8.25,Freezer Compartment,Warning,temperature_internal
2025-01-02 01:22:00+05:30,-0.29083987166896963,-14.527877874796811,5.827267885810111,37.24,147.5,2.166106527837484,0.494491253495151,0.07713115928195559,False,481,0.23,-0.41,8.93,Evaporator Coil,Warning,temperature_evaporator
2025-01-02 01:37:00+05:30,-1.0,-15.0,5.0,36.98,148.66,1.5,0.21,0.01,True,478,0.23,-0.38,8.55,Freezer Compartment,Warning,temperature_internal
2025-01-02 01:52:00+05:30,-1.0,-15.0,5.0,37.09,150.35,1.49,0.21,0.01,False,467,0.25,-0.23,8.23,Freezer Compartment,Warning,temperature_internal
2025-01-02 02:07:00+05:30,-1.0,-15.4,5.0,38.53,146.83,1.5,0.19,0.01,False,450,0.27,-0.06,7.44,Freezer Compartment,Warning,temperature_internal
2025-01-02 02:22:00+05:30,-1.0,-15.0,5.0,40.17,144.19,1.49,0.18,0.01,False,439,0.24,-0.02,6.74,Freezer Compartment,Warning,temperature_internal
2025-01-02 02:37:00+05:30,-1.0,-15.0,4.95,39.44,137.49,1.5,0.2,0.01,False,445,0.23,-0.04,8.18,Freezer Compartment,Warning,temperature_internal
2025-01-02 02:52:00+05:30,-1.0,-15.51,4.7,38.78,142.04,1.5,0.2,0.01,False,454,0.21,0.02,7.26,Freezer Compartment,Warning,temperature_internal
2025-01-02 03:07:00+05:30,-0.37886363964022296,-14.957846595475134,6.537179583867141,39.47,135.95,1.9943598612374103,0.41271521992416216,0.11267283737222522,True,454,0.2,-0.07,8.43,Evaporator Coil,Warning,temperature_evaporator
2025-01-02 03:22:00+05:30,-1.0,-15.0,5.0,38.31,138.45,1.5,0.2,0.01,False,428,0.21,-0.22,7.62,Freezer Compartment,Warning,temperature_internal
2025-01-02 03:37:00+05:30,-1.01,-15.41,5.0,38.9,143.51,1.48,0.19,0.01,True,405,0.25,-0.07,7.59,Freezer Compartment,Warning,temperature_internal
2025-01-02 03:52:00+05:30,-1.0,-15.21,4.94,38.43,137.33,1.5,0.2,0.01,False,421,0.25,-0.1,6.54,Freezer Compartment,Warning,temperature_internal
2025-01-02 04:07:00+05:30,-1.0,-15.0,4.85,37.21,134.59,1.5,0.22,0.01,False,429,0.24,-0.07,7.07,Freezer Compartment,Warning,temperature_internal
2025-01-02 04:22:00+05:30,-0.11694437923607348,-14.337444840761204,5.645378369053753,36.97,134.71,2.275439017603931,0.3677644987222698,0.04639298587707228,False,444,0.26,-0.03,5.79,Evaporator Coil,Warning,temperature_evaporator
2025-01-02 04:37:00+05:30,-1.0,-15.0,5.0,36.5,139.5,1.5,0.2,0.01,True,456,0.28,-0.08,5.11,Freezer Compartment,Warning,temperature_internal
2025-01-02 04:52:00+05:30,-1.19,-15.28,4.87,37.14,132.3,1.45,0.2,0.01,False,436,0.29,-0.12,6.94,Freezer Compartment,Warning,temperature_internal
2025-01-02 05:07:00+05:30,-1.22,-15.0,4.94,36.84,131.5,1.5,0.18,0.01,True,438,0.29,-0.02,5.42,Freezer Compartment,Warning,temperature_internal
2025-01-02 05:22:00+05:30,-1.18,-15.0,5.0,37.48,122.92,1.47,0.2,0.01,False,430,0.29,-0.1,4.49,Freezer Compartment,Warning,temperature_internal
2025-01-02 05:37:00+05:30,-1.17,-15.0,4.79,38.71,123.03,1.5,0.21,0.01,False,407,0.32,-0.11,2.34,Freezer Compartment,Warning,temperature_internal
2025-01-02 05:52:00+05:30,-0.2578904479168882,-13.909367520335099,6.103289115241683,40.64,114.44,2.3648590645820318,0.4360491282074397,0.06660315423327952,True,400,0.3,-0.15,1.99,Evaporator Coil,Warning,temperature_evaporator
2025-01-02 06:07:00+05:30,-1.0,-15.0,5.0,40.48,114.36,1.5,0.19,0.01,True,393,0.3,-0.05,0.78,Freezer Compartment,Warning,temperature_internal
2025-01-02 06:22:00+05:30,-0.37624005725362997,-14.973374177902505,5.394126863396188,39.87,121.69,1.9366379611852471,0.35448355184767466,0.09047736966473094,False,366,0.3,-0.21,0.47,Evaporator Coil,Warning,temperature_evaporator
2025-01-02 06:37:00+05:30,-1.0,-15.26,5.0,40.56,128.78,1.5,0.2,0.01,False,368,0.28,-0.3,1.88,Freezer Compartment,Warning,temperature_internal
2025-01-02 06:52:00+05:30,-0.03830563739782333,-14.100607869152487,6.361181345739167,38.66,123.9,1.9313419454780998,0.337547838722999,0.04862885746352253,False,351,0.28,-0.34,1.12,Evaporator Coil,Warning,temperature_evaporator
2025-01-02 07:07:00+05:30,-1.0,-15.0,5.0,39.04,115.11,1.5,0.2,0.01,False,371,0.28,-0.21,0.09,Freezer Compartment,Warning,temperature_internal
2025-01-02 07:22:00+05:30,-1.0,-15.0,4.85,36.4,123.11,1.46,0.2,0.01,False,380,0.28,-0.17,-1.05,Freezer Compartment,Warning,temperature_internal
2025-01-02 07:37:00+05:30,-1.02,-15.0,5.0,36.4,120.96,1.45,0.19,0.01,True,370,0.27,-0.23,-1.25,Freezer Compartment,Warning,temperature_internal
2025-01-02 07:52:00+05:30,-0.524053739787393,-14.674606380112612,5.554739276430587,37.64,125.94,1.830096502168117,0.2637565855162425,0.0327365369709402,False,355,0.27,-0.08,-2.04,Freezer Compartment,Critical,temperature_internal
2025-01-02 08:07:00+05:30,-1.0,-15.0,5.0,37.14,116.81,1.5,0.2,0.01,True,375,0.27,-0.22,-2.79,Freezer Compartment,Warning,temperature_internal
2025-01-02 08:22:00+05:30,-1.02,-15.0,5.0,36.21,121.36,1.5,0.2,0.01,False,362,0.3,-0.1,-4.25,Freezer Compartment,Warning,temperature_internal
2025-01-02 08:37:00+05:30,-1.07,-15.0,5.0,35.34,117.3,1.48,0.19,0.01,False,369,0.31,-0.16,-5.91,Freezer Compartment,Warning,temperature_internal
2025-01-02 08:52:00+05:30,-0.49292711520905763,-14.957774607953326,5.675400699635489,37.26,110.66,1.951650242768904,0.3645983947024182,0.05307520981567878,False,382,0.31,-0.13,-5.73,Evaporator Coil,Warning,temperature_evaporator
2025-01-02 09:07:00+05:30,-1.0,-15.0,5.0,36.13,102.89,1.5,0.21,0.01,False,394,0.3,-0.03,-3.6,Freezer Compartment,Warning,temperature_internal
2025-01-02 09:22:00+05:30,-1.0,-15.0,5.0,35.5,102.93,1.47,0.21,0.01,True,380,0.32,0.04,-3.46,Freezer Compartment,Warning,temperature_internal
2025-01-02 09:37:00+05:30,-1.0,-15.0,4.87,34.32,104.37,1.44,0.2,0.01,False,374,0.34,0.06,-2.46,Freezer Compartment,Warning,temperature_internal
2025-01-02 09:52:00+05:30,-1.13,-15.0,4.93,35.61,103.5,1.5,0.21,0.01,False,376,0.32,0.15,-3.43,Freezer Compartment,Warning,temperature_internal
2025-01-02 10:07:00+05:30,-1.15,-15.0,4.7,35.14,110.84,1.5,0.2,0.01,True,373,0.34,0.15,-3.26,Freezer Compartment,Warning,temperature_internal
2025-01-02 10:22:00+05:30,0.3086508636753036,-13.865441452719093,6.542818371165011,34.42,100.0,1.9875097428798016,0.41850840703097125,0.0906908463402374,False,385,0.37,0.0,-2.28,Evaporator Coil,Critical,temperature_evaporator
2025-01-02 10:37:00+05:30,-1.0,-15.0,5.0,35.23,100.0,1.5,0.2,0.01,True,401,0.38,0.15,-3.83,Freezer Compartment,Warning,temperature_internal
2025-01-02 10:52:00+05:30,-1.0,-15.0,5.0,36.05,100.0,1.5,0.2,0.01,False,419,0.38,0.15,-4.48,Freezer Compartment,Warning,temperature_internal
2025-01-02 11:07:00+05:30,-1.02,-15.0,4.84,36.21,100.0,1.5,0.18,0.01,False,431,0.36,0.11,-6.09,Freezer Compartment,Warning,temperature_internal
2025-01-02 11:22:00+05:30,-1.0,-15.0,4.61,35.76,102.32,1.5,0.21,0.01,True,434,0.35,0.23,-6.29,Freezer Compartment,Warning,temperature_internal
2025-01-02 11:37:00+05:30,-1.04,-15.0,4.79,37.6,110.24,1.47,0.2,0.01,True,446,0.36,0.31,-5.87,Freezer Compartment,Warning,temperature_internal
2025-01-02 11:52:00+05:30,-1.02,-15.27,4.66,37.19,109.22,1.48,0.17,0.01,False,457,0.32,0.36,-5.36,Freezer Compartment,Warning,temperature_internal
